"Type.1","Type.2","sample.ID","n","avg.dp17O","avg.dp18O","avg.D17O","sd.dp17O","sd.dp18O","sd.D17O"
"Carbonate","GREECO","GRF16-1A-170Q-3-32","2","14.8991664110591","28.4275654807486","-110.588162776173","0.000790373830755827","0.00607805298867174","3.99958580878379"
"Carbonate","GREECO","GRF16-1A-191Q-4-28.5","2","15.4136960236203","29.4240203456188","-122.186718866386","0.0352527931110648","0.051783084111576","7.91132470010376"
"Carbonate","Speleothem","COB-0102-55KYR","3","11.2731142191944","21.5122582258426","-85.358124050539","0.244763518662469","0.464778978308085","5.42346077151619"
"Carbonate","Speleothem","COB-0102-25.5-21.5","4","10.1626937513845","19.3813110963105","-70.6385074674597","0.259274297812484","0.498079129121947","8.25991824435434"
"Carbonate","GREECO","RBS-2-B","4","15.4324252229362","29.4467978934627","-115.484064812041","0.703122281203032","1.31825687033103","8.88636654659268"
"Carbonate","GREECO","RBS-5-B","1","11.7643772949014","22.5160382767281","-124.090915211011",NA,NA,NA
"Carbonate","GREECO","RBS10-B-4","2","13.86283019255","26.5077147936505","-133.243218497465","0.325190327652984","0.604008960235347","6.27359664869509"
"Carbonate","GREECO","RBS10-B-5","1","13.7255691194655","26.2485430780973","-133.661625769899",NA,NA,NA
"Carbonate","GREECO","RBS10-B-3","2","14.1934269752575","27.1168451640464","-124.267271358946","0.125418653908444","0.233029368404585","2.37914739082268"
"Carbonate","GREECO","RBS10-B-1","2","13.9520597810114","26.6627119911873","-125.852150335512","0.0904628155324165","0.189622266969714","9.65774142756153"
"Carbonate","GREECO","RBS-4-B","2","14.9513693771124","28.5499565191929","-123.007665021419","0.593027907114388","1.1130096977497","5.3587867025367"
"Carbonate","GREECO","RBS-16-B","2","14.3380524456761","27.3903790590652","-124.067697510375","0.0251864443294053","0.061330002622772","7.19579705536461"
"Carbonate","GREECO","RBS-22-B","2","14.4985601937071","27.6954483013171","-124.636509388298","0.0834635492152492","0.148059297905148","5.28823992131606"
"Carbonate","GREECO","RBS-11-B","1","13.3517594154221","25.5047795235918","-114.764173034354",NA,NA,NA
"Carbonate","GREECO","RBS-8-B","1","13.4341887756253","25.6966241650652","-133.628783529134",NA,NA,NA
"Carbonate","GREECO","RBS-18-B","1","14.0715712612211","26.8599665594026","-110.491082143463",NA,NA,NA
"Carbonate","GREECO","RBS-15-B","1","12.303826432295","23.5721621997533","-142.275209174671",NA,NA,NA
"Carbonate","Bear Lake Core","BL00-1E-220-T719","2","14.0941580553232","26.9439581523264","-132.251849105175","0.551120747970935","1.04118680626105","1.37411426513905"
"Carbonate","Bear Lake Core","BL00-1E-440-T719","2","13.3604197518304","25.5190305529084","-113.628380105199","0.219830194033158","0.426355881837051","5.28571157680421"
"Carbonate","Bear Lake Core","BL00-1E-1026A-T719","2","11.1393347427964","21.3103798215891","-112.545803002672","1.00034078727848","1.88502795191233","5.04602866870567"
"Carbonate","Bear Lake Core","BL00-1E-1120A-T719","2","11.8297566594337","22.5970443400506","-101.482752112957","0.0982734833343614","0.19620279885995","5.3215944636804"
"WaterStd","USGS49","USGS49","36","-27.9965066861214","-53.0467363904478","12.170128035055","0.52841930260474","1.00650060699096","7.46718505295014"
"Water","IAEA","IAEA-STD-10-A1","4","-27.8995727625193","-52.8526846444271","6.6447297381247","0.132225897518531","0.256037819431168","4.92300006441628"
"Water","IAEA","IAEA-GL-Ice-A1","2","-22.5831231661979","-42.7919753240759","11.0398049141711","0.0563320843639188","0.0980614520039601","4.55563770585609"
"Water","IAEA","IAEA-STD-13-A1","4","-18.0487837259396","-34.2324252637972","25.9368133453144","0.252162427990114","0.489703369842733","8.10251881424663"
"Water","IAEA","IAEA-STD-9-A1","4","-13.196078053329","-25.0204250114415","14.7063527120736","0.255783790764271","0.491946553973633","5.3542368585675"
"Water","IAEA","IAEA-STD-12-A1","4","-6.40268046081558","-12.1771571126478","26.8584946624686","0.260490197997211","0.491996191849204","8.00856203971732"
"Water","Crowdsource","IPL-19W-1324","2","-7.66130879988203","-14.542806032862","17.2927854691118","0.086466875143989","0.174698374920281","5.77386681392029"
